movieId,title,posterUrl,rtScore,imdbScore,rating,runtime,studio,boxOffice,releaseDate
190,Apollo 13,http://resizing.flixster.com/aop-iWekWUu1cQIh2j_8N9Iumqg=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/56/11175692_ori.jpg,8.1,7.6,PG,140,Universal Pictures / Imagine Entertainment,"$353,471,312.00 ",30-Jun-95
191,Batman Forever,http://resizing.flixster.com/1bwQl51pPPU40stzBAVIeCsBrv4=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/45/11164555_ori.jpg,5.2,5.4,PG-13,121,Warner Bros. / PolyGram,"$336,529,144.00 ",16-Jun-95
192,Casper,http://resizing.flixster.com/POltQfwJ3nkqQ69SblWNAiBqjUg=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/00/11180091_ori.jpg,4.8,6,PG,100,Universal Pictures,"$287,928,194.00 ",26-May-95
193,Die Hard with a Vengeance,http://resizing.flixster.com/KPcSTks-fiNiJEtn4VaLmadkWTQ=/179x257/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/48/11164823_ori.jpg,5.7,7.6,R,131,20th Century Fox / Cinergi Pictures,"$366,101,766.00 ",19-May-95
194,GoldenEye,http://resizing.flixster.com/DBrbUmuKblFWFTTJSZpaqms_Atw=/180x263/dkpu1ddg7pbsk.cloudfront.net/movie/26/66/266699_ori.jpg,6.9,7.2,PG-13,130,United Artists,"$352,194,034.00 ",17-Nov-95
195,Jumanji,http://resizing.flixster.com/ZfAgDI0I7ZvGR4einB6qCg6zixE=/180x268/dkpu1ddg7pbsk.cloudfront.net/movie/56/79/73/5679734_ori.jpg,5.6,6.8,PG,104,TriStar Pictures,"$262,797,249.00 ",15-Dec-95
196,Pocahontas,http://resizing.flixster.com/nabwuKMhFJVBKyOntBtW8TC9rgE=/180x254/dkpu1ddg7pbsk.cloudfront.net/movie/25/15/251508_ori.jpg,6,6.6,G,81,Walt Disney Pictures,"$346,079,773.00 ",23-Jun-95
197,Seven,http://resizing.flixster.com/Lzf28cq9sH6ej5Be2uCQfIYWtIw=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/67/11166782_ori.jpg,7.6,8.7,R,127,New Line Cinema,"$327,311,859.00 ",22-Sep-95
198,Toy Story,http://resizing.flixster.com/Rw9DiBAFGZ2nsMie2He5iaDVuY0=/180x256/dkpu1ddg7pbsk.cloudfront.net/movie/10/93/63/10936393_ori.jpg,9,8.3,G,81,Walt Disney Pictures / Pixar,"$361,958,736.00 ",22-Nov-95
199,Waterworld,http://resizing.flixster.com/n8sCbuHQIvYL0ST70ojPiLSJBPE=/180x267/dkpu1ddg7pbsk.cloudfront.net/movie/25/75/257591_ori.jpg,5.2,6.1,PG-13,135,Universal Pictures,"$264,218,220.00 ",28-Jul-95
200,Clear and Present Danger,http://resizing.flixster.com/zl3hhQbg99652lCvdeVO1WQLX9k=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/97/11169778_ori.jpg,6.9,6.9,PG-13,141,Paramount Pictures,"$215,887,717.00 ",03-Aug-94
201,Dumb and Dumber,http://resizing.flixster.com/lRFPyLpTy_uw-15rJAhuGYkiNb0=/180x244/dkpu1ddg7pbsk.cloudfront.net/movie/25/45/254516_ori.jpg,5.9,7.3,PG-13,107,New Line Cinema,"$247,275,374.00 ",16-Dec-94
202,Forrest Gump,http://resizing.flixster.com/jboZQl2N6I1dQB5tcPeiW6iUfTk=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/36/11173677_ori.jpg,7.2,8.8,PG-13,142,Paramount Pictures,"$677,387,716.00 ",06-Jul-94
203,Four Weddings and a Funeral,http://resizing.flixster.com/9KWUEdV4iTDIO1-rPzvXG_zZ0kY=/180x233/dkpu1ddg7pbsk.cloudfront.net/movie/28/17/281725_ori.jpg,7.6,7.1,R,117,Gramercy Pictures / PolyGram,"$245,700,832.00 ",15-Apr-94
204,Interview with the Vampire: The Vampire Chronicles,http://resizing.flixster.com/ufWzvsjinfzMxDE64hBA-oDkSvM=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/94/11169453_ori.jpg,5.9,7.6,R,123,Warner Bros. / Geffen Pictures,"$223,664,608.00 ",11-Nov-94
205,Speed,http://resizing.flixster.com/ZxlnxSw7y8cjMcIHxxYeQtfCkag=/179x257/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/47/11164772_ori.jpg,7.9,7.2,R,116,20th Century Fox,"$350,448,145.00 ",10-Jun-94
206,The Flintstones,http://resizing.flixster.com/JtWm1oHyUAOKSMsGLWYkLdMW_Jw=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/99/11179944_ori.jpg,3.7,4.8,PG,91,Universal Pictures / Amblin Entertainment,"$341,631,208.00 ",27-May-94
207,The Lion King,http://resizing.flixster.com/pEnfXxWXRon3WdJte88vc29eNeE=/180x267/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/04/11160477_ori.jpg,8.2,8.5,G,89,Walt Disney Pictures,"$768,625,889.00 ",24-Jun-94
208,The Mask,http://resizing.flixster.com/UkWsxmPaqE95aoxRz35kbVHPiqk=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/39/11173943_ori.jpg,6.4,6.8,PG-13,101,New Line Cinema,"$351,583,407.00 ",29-Jul-94
209,True Lies,http://resizing.flixster.com/mimlegW6DpnA7X8fM6uAqRTaC3Y=/180x256/dkpu1ddg7pbsk.cloudfront.net/movie/31/37/313714_ori.jpg,6.6,7.2,R,141,20th Century Fox,"$378,882,411.00 ",15-Jul-94
210,Cliffhanger,http://resizing.flixster.com/ZBN2_uTjkpn3PkFGLms8c1R5Xjk=/180x269/dkpu1ddg7pbsk.cloudfront.net/movie/11/15/70/11157076_ori.jpg,6.2,6.3,R,112,TriStar Pictures / Carolco Pictures,"$255,000,211.00 ",28-May-93
211,Indecent Proposal,http://resizing.flixster.com/21Nukf6Y-ivy_q4K7LwRaskSNTQ=/173x270/dkpu1ddg7pbsk.cloudfront.net/movie/10/88/26/10882670_ori.jpg,4.6,5.8,R,117,Paramount Pictures,"$266,614,059.00 ",07-Apr-93
212,Jurassic Park,http://resizing.flixster.com/2D5M5EDSS4ZjUvDnS_jfTK6SBdQ=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/88/11168880_ori.jpg,8.3,8,PG-13,127,Universal Pictures / Amblin Entertainment,"$914,691,118.00 ",11-Jun-93
213,Mrs. Doubtfire,http://resizing.flixster.com/LBXknnxSaK0p3GtnjDsrj-v18LI=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/19/04/11190433_ori.jpg,5.8,6.9,PG-13,125,20th Century Fox,"$441,286,195.00 ",24-Nov-93
214,Philadelphia,http://resizing.flixster.com/1EQ-A7pSKFxe8p8nUjVoYESHhqk=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/38/11173851_ori.jpg,6.6,7.7,PG-13,125,TriStar Pictures,"$206,678,440.00 ",14-Jan-94
215,Schindler's List,http://resizing.flixster.com/8ZSqHlP-hPOabOXMSYWT4oXlrc4=/180x258/dkpu1ddg7pbsk.cloudfront.net/movie/26/71/267112_ori.jpg,9,8.9,R,195,Universal Pictures / Amblin Entertainment,"$321,306,305.00 ",04-Feb-94
216,Sleepless in Seattle,http://resizing.flixster.com/pXQ5x3nrVb2NR-P3FtOM5igMsxE=/96x140/dkpu1ddg7pbsk.cloudfront.net/movie/11/12/06/11120641_ori.jpg,6.5,6.8,PG,105,TriStar Pictures,"$227,799,884.00 ",25-Jun-93
217,The Firm,http://resizing.flixster.com/z-Fnu-OBkh-_tjtKCOgt0rVv-qM=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/36/11173686_ori.jpg,6.2,6.8,R,154,Paramount Pictures,"$270,248,367.00 ",30-Jun-93
218,The Fugitive,http://resizing.flixster.com/2qD77zeD0QLsahPn4oRG72h8jUY=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/80/11168091_ori.jpg,7.9,7.8,PG-13,130,Warner Bros.,"$368,875,760.00 ",06-Aug-93
219,The Pelican Brief,http://resizing.flixster.com/7VvPgOg5CbFIghD_RgRpE2BT9z4=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/97/11169704_ori.jpg,5.5,6.5,PG-13,141,Warner Bros.,"$195,268,056.00 ",17-Dec-93
220,A Few Good Men,http://resizing.flixster.com/l2ieo3YdNwEXbO21Xatv-BU2ZJs=/180x261/dkpu1ddg7pbsk.cloudfront.net/movie/28/17/281708_ori.jpg,7,7.6,R,138,Columbia Pictures / Castle Rock Entertainment,"$243,240,178.00 ",11-Dec-92
221,Aladdin,http://resizing.flixster.com/PFEXNhpBUHom6A9yG3wg_W0Zt98=/180x268/dkpu1ddg7pbsk.cloudfront.net/movie/10/93/64/10936428_ori.jpg,8.1,8,G,90,Walt Disney Pictures,"$504,050,219.00 ",25-Nov-92
222,Basic Instinct,http://resizing.flixster.com/lRQ8GHTcvMv_3ysr2uwWkIrdHZ8=/180x247/dkpu1ddg7pbsk.cloudfront.net/movie/28/33/283309_ori.jpg,5.9,6.9,R,127,TriStar Pictures / Carolco Pictures,"$352,927,224.00 ",20-Mar-92
223,Batman Returns,http://resizing.flixster.com/eyIQdyoRhF9tyZv4-7T_gYpraUQ=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/56/82/90/5682901_ori.jpg,6.7,7,PG-13,126,Warner Bros. / PolyGram,"$266,822,354.00 ",19-Jun-92
224,Bram Stoker's Dracula,http://resizing.flixster.com/x3cAqTql6HPipavjw_OkSCaDpm8=/180x260/dkpu1ddg7pbsk.cloudfront.net/movie/59/64/98/5964985_ori.jpg,6.5,7.5,R,128,Columbia Pictures,"$215,862,692.00 ",13-Nov-92
225,Home Alone 2: Lost in New York,http://resizing.flixster.com/xT4YXaNwgJtK3EDk4He0uUuaUrw=/180x255/dkpu1ddg7pbsk.cloudfront.net/movie/25/40/254003_ori.jpg,3.6,6.5,PG,120,20th Century Fox,"$358,994,850.00 ",20-Nov-92
226,Lethal Weapon 3,http://resizing.flixster.com/X8uBur__gienB-0mAjgC0hfF7CM=/178x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/12/88/11128831_ori.jpg,5.5,6.7,R,118,Warner Bros.,"$321,731,527.00 ",15-May-92
227,Sister Act,http://resizing.flixster.com/blxl_bQQDX1grNM-uVerO3oZAaI=/180x260/dkpu1ddg7pbsk.cloudfront.net/movie/25/51/255121_ori.jpg,5.7,6.2,PG,100,Touchstone Pictures,"$231,605,150.00 ",29-May-92
228,The Bodyguard,http://resizing.flixster.com/QGjRr5Lf9dMQdKQhczqt58OqeSA=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/79/11167935_ori.jpg,4.8,6.1,R,129,Warner Bros.,"$411,006,740.00 ",25-Nov-92
229,Wayne's World,http://resizing.flixster.com/5zIUNziYaR486W5JZy8eWVrvGow=/180x269/dkpu1ddg7pbsk.cloudfront.net/movie/59/51/42/5951425_ori.jpg,6.8,7,PG-13,94,Paramount Pictures,"$183,097,323.00 ",14-Feb-92
230,Beauty and the Beast,http://resizing.flixster.com/O7KjuYoKyOa7bBFVEMqnM_ZGN78=/180x267/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/29/11162903_ori.jpg,8.4,8,G,84,Walt Disney Pictures,"$351,863,363.00 ",22-Nov-91
231,Cape Fear,http://resizing.flixster.com/0QRNH4M7vkPTz26alWM9mwKaOB4=/178x270/dkpu1ddg7pbsk.cloudfront.net/movie/10/93/72/10937223_ori.jpg,7.1,7.3,R,128,Universal Pictures,"$182,291,969.00 ",15-Nov-91
232,City Slickers,http://resizing.flixster.com/q3rBGER1l3OdFFApBBsTcME3bsM=/180x261/dkpu1ddg7pbsk.cloudfront.net/movie/11/15/27/11152780_ori.jpg,7,6.7,PG-13,113,Columbia Pictures / Castle Rock Entertainment / Nelson Entertainment,"$179,033,791.00 ",07-Jun-91
233,Hook,http://resizing.flixster.com/2Kp3hYPiPnhkEpDQNFEv4IRaD9M=/180x261/dkpu1ddg7pbsk.cloudfront.net/movie/25/46/254606_ori.jpg,4.4,6.7,PG,142,TriStar Pictures / Amblin Entertainment,"$300,854,823.00 ",11-Dec-91
234,Hot Shots!,http://resizing.flixster.com/3JzsLocKZT_RNxFVI61xsM_v4Fw=/179x257/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/49/11164957_ori.jpg,6.5,6.7,PG-13,84,20th Century Fox,"$181,096,164.00 ",31-Jul-91
235,JFK,http://resizing.flixster.com/3rM4ZIxn0hOIAIKjFqZvy76ICyw=/180x265/dkpu1ddg7pbsk.cloudfront.net/movie/10/93/59/10935981_ori.jpg,7.7,8,R,189,Warner Bros.,"$205,405,498.00 ",20-Dec-91
236,Robin Hood: Prince of Thieves,http://resizing.flixster.com/LWcUdj-bVCtz_yveVI-r0FfP7jE=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/00/11170050_ori.jpg,5.7,6.9,PG-13,143,Warner Bros.,"$390,493,908.00 ",14-Jun-91
237,Terminator 2: Judgment Day,http://resizing.flixster.com/sKc-3qOa64rxXpfEsKbNqv6DeY0=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/43/11174301_ori.jpg,8.3,8.5,R,137,TriStar Pictures / Carolco Pictures / Lightstorm Entertainment,"$519,843,345.00 ",03-Jul-91
238,The Addams Family,http://resizing.flixster.com/jPsVpHIM4G8ViFgMbdUoxpk4shs=/180x257/dkpu1ddg7pbsk.cloudfront.net/movie/26/64/266402_ori.jpg,5.6,6.8,PG-13,99,Paramount Pictures / Orion Pictures,"$191,502,426.00 ",22-Nov-91
239,The Silence of the Lambs,http://resizing.flixster.com/Q8QDUnqJmgkfSlxyyppLZXF28t4=/180x267/dkpu1ddg7pbsk.cloudfront.net/movie/55/12/86/5512865_ori.jpg,8.5,8.6,R,118,Orion Pictures,"$272,742,922.00 ",14-Feb-91
240,Back to the Future Part III,http://resizing.flixster.com/I9PEVOh_ZpCiMnCfw57AkXDgRhM=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/38/11173854_ori.jpg,6.5,7.4,PG,118,Universal Pictures,"$244,527,583.00 ",25-May-90
241,Dances with Wolves,http://resizing.flixster.com/6qRBQY1vGGNIYBeEv1_KFsmGJ4w=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/81/11168108_ori.jpg,7.5,8,PG-13,181,Orion Pictures,"$424,208,848.00 ",21-Nov-90
242,Die Hard 2,http://resizing.flixster.com/BXuwiQ9ITCvNupBVrtrZ3jQg9WU=/180x266/dkpu1ddg7pbsk.cloudfront.net/movie/10/93/34/10933489_ori.jpg,6.1,7.1,R,124,20th Century Fox / Silver Pictures,"$240,031,094.00 ",04-Jul-90
243,Ghost,http://resizing.flixster.com/pHPpw4inGi6stbtMnLSic6k5fVA=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/91/11169197_ori.jpg,6.8,7,PG-13,127,Paramount Pictures,"$505,702,588.00 ",13-Jul-90
244,Home Alone,http://resizing.flixster.com/kt-Khg5hW-vqYwGDhLKnRAb-0uU=/110x150/dkpu1ddg7pbsk.cloudfront.net/movie/31/21/312104_ori.jpg,5.1,7.4,PG,103,20th Century Fox,"$476,684,675.00 ",16-Nov-90
245,Kindergarten Cop,http://resizing.flixster.com/cb6nTJ0nYUeS38cP0kMfMF_9DlE=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/87/11178764_ori.jpg,5.1,6,PG-13,111,Universal Pictures,"$201,957,688.00 ",21-Dec-90
246,Presumed Innocent,http://resizing.flixster.com/3atb8xNBu7Df-gVJpalCXndBg50=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/79/11167929_ori.jpg,7.4,6.9,R,127,Warner Bros.,"$221,303,188.00 ",27-Jul-90
247,Pretty Woman,http://resizing.flixster.com/fyT-rUxIJLV7inCl5NqJHgmnoDI=/180x254/dkpu1ddg7pbsk.cloudfront.net/movie/16/90/52/1690526_ori.jpg,5.7,6.9,R,119,Touchstone Pictures,"$463,406,268.00 ",23-Mar-90
248,Teenage Mutant Ninja Turtles,http://resizing.flixster.com/jPSS5WGvx8Z2q_U7TNzxSoHqFUQ=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/00/11170087_ori.jpg,4.8,6.7,PG,93,New Line Cinema,"$201,965,915.00 ",30-Mar-90
249,Total Recall,http://resizing.flixster.com/ROHNoOdZcDbCpiitmK2FRxKCvTc=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/99/11189901_ori.jpg,7.3,7.5,R,113,TriStar Pictures / Carolco Pictures,"$261,336,002.00 ",01-Jun-90
250,Back to the Future Part II,http://resizing.flixster.com/gqemFWJuuNW6pVn4p7JfoGo4VSM=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/38/11173853_ori.jpg,6.1,7.8,PG,108,Universal Pictures,"$331,950,002.00 ",22-Nov-89
251,Batman,http://resizing.flixster.com/GYJFshcSEmFUiwMilVYAyMIs4CQ=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/80/11168088_ori.jpg,6.6,7.6,PG-13,126,Warner Bros. / PolyGram,"$411,348,924.00 ",23-Jun-89
252,Born on the Fourth of July,http://resizing.flixster.com/uORJJKgy_lsdJT2bkQmStA3V2qI=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/58/11175872_ori.jpg,7.4,7.2,R,145,Universal Pictures,"$161,001,698.00 ",05-Jan-90
253,Dead Poets Society,http://resizing.flixster.com/o40G4KNC9kqYHF2W_Ns0RG449BM=/180x269/dkpu1ddg7pbsk.cloudfront.net/movie/10/58/40/10584083_ori.jpg,7.2,8,PG,128,Touchstone Pictures,"$235,860,116.00 ",09-Jun-89
254,Ghostbusters II,http://resizing.flixster.com/dcW7DWqYbQt25cexo1WNvrzm-O8=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/44/11174416_ori.jpg,5.2,6.5,PG,108,Columbia Pictures,"$215,394,738.00 ",16-Jun-89
255,"Honey, I Shrunk the Kids",http://resizing.flixster.com/5mEUZK0kuxucMPC5Ycg0MIwPSFI=/180x254/dkpu1ddg7pbsk.cloudfront.net/movie/10/87/98/10879840_ori.jpg,6.2,6.2,PG,93,Walt Disney Pictures,"$222,724,172.00 ",23-Jun-89
256,Indiana Jones and the Last Crusade,http://resizing.flixster.com/qaoiZqYHDMj6G5jqCdlEtuaumgA=/180x267/dkpu1ddg7pbsk.cloudfront.net/movie/10/91/96/10919621_ori.jpg,7.9,8.3,PG-13,127,Paramount Pictures / Lucasfilm,"$474,171,806.00 ",24-May-89
257,Lethal Weapon 2,http://resizing.flixster.com/RFQcK-L53KhuubGeaJKOomMbg9k=/180x268/dkpu1ddg7pbsk.cloudfront.net/movie/11/12/88/11128832_ori.jpg,6.6,7.2,R,114,Warner Bros.,"$227,853,986.00 ",07-Jul-89
258,Look Who's Talking,http://resizing.flixster.com/H3iCz9YretFAYbty_QAUGdp2-4U=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/81/11178142_ori.jpg,5,5.8,PG-13,93,TriStar Pictures,"$296,999,813.00 ",13-Oct-89
259,The Little Mermaid,http://resizing.flixster.com/i9JPNUh70xuDNhRGYPg4U8L_PHo=/180x258/dkpu1ddg7pbsk.cloudfront.net/movie/25/06/250622_ori.jpg,8.1,7.6,G,83,Walt Disney Pictures,"$184,155,863.00 ",17-Nov-89
260,"""Crocodile"" Dundee II",http://resizing.flixster.com/7Kx0TvzMcvpqHNAE-yqb4pGPk7w=/180x255/dkpu1ddg7pbsk.cloudfront.net/movie/25/68/256818_ori.jpg,3.5,5.5,PG,108,Paramount Pictures,"$109,306,210.00 ",25-May-88
261,Beetlejuice,http://resizing.flixster.com/WwfRe5-FR6NpqXyNT6vsLgvHXPI=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/68/11166863_ori.jpg,7,7.4,PG,92,Warner Bros. / Geffen Pictures,"$73,707,461.00 ",30-Mar-88
262,Big,http://resizing.flixster.com/lvE3FiWgRk78wlgoK8AOg0Ao_d8=/179x257/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/44/11164479_ori.jpg,7.9,7.3,PG,104,20th Century Fox / Gracie Films,"$114,968,774.00 ",03-Jun-88
263,Cocktail,http://resizing.flixster.com/mBKethr9jeA6EMJGizVw16i323Q=/180x254/dkpu1ddg7pbsk.cloudfront.net/movie/26/88/268891_ori.jpg,3.8,5.8,R,104,Touchstone Pictures,"$78,222,753.00 ",29-Jul-88
264,Coming to America,http://resizing.flixster.com/SpFvVmXJooaMPr5Q_jCIsgyABY0=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/89/11168930_ori.jpg,5.8,6.9,R,116,Paramount Pictures,"$128,152,301.00 ",29-Jun-88
265,Die Hard,http://resizing.flixster.com/jPElLfrOhdvB_ZCJ4fWabLw9TSQ=/179x257/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/47/11164776_ori.jpg,8.4,8.3,R,131,20th Century Fox / Silver Pictures,"$83,008,852.00 ",20-Jul-88
266,Rain Man,http://resizing.flixster.com/QOETj26bjQ-V44TXF6efQW3eAPo=/174x270/dkpu1ddg7pbsk.cloudfront.net/movie/10/85/35/10853584_ori.jpg,7.9,8,R,133,United Artists,"$172,825,435.00 ",16-Dec-88
267,The Naked Gun: From the Files of Police Squad!,http://resizing.flixster.com/J5Rc7uF3aMumJoVlcjnFbL6GTgk=/110x148/dkpu1ddg7pbsk.cloudfront.net/movie/10/88/60/10886069_ori.jpg,7.3,7.6,PG-13,85,Paramount Pictures,"$78,756,177.00 ",02-Dec-88
268,Twins,http://resizing.flixster.com/H2mQs9HYLM6dPIe31Ak2ipfj1_s=/178x270/dkpu1ddg7pbsk.cloudfront.net/movie/10/88/47/10884784_ori.jpg,4.8,5.9,PG,107,Universal Pictures,"$111,938,388.00 ",09-Dec-88
269,Who Framed Roger Rabbit,http://resizing.flixster.com/ER2EiHJ2eXX7acnA6_E4aFhIhBo=/168x268/dkpu1ddg7pbsk.cloudfront.net/movie/11/15/55/11155547_ori.jpg,8.4,7.7,PG,104,Touchstone Pictures / Amblin Entertainment,"$156,452,370.00 ",22-Jun-88
270,Beverly Hills Cop II,http://resizing.flixster.com/hAbluJoNCoLzqbORzEG8k4IJ7YE=/180x269/dkpu1ddg7pbsk.cloudfront.net/movie/10/84/44/10844413_ori.jpg,4.9,6.4,R,100,Paramount,"$153,665,036.00 ",20-May-87
271,Fatal Attraction,http://resizing.flixster.com/hWiV1-iFoJADbPT61IDD7Z2H4Xs=/180x267/dkpu1ddg7pbsk.cloudfront.net/movie/10/84/99/10849901_ori.jpg,6.7,6.9,R,119,Paramount Pictures,"$156,645,693.00 ",18-Sep-87
272,"Good Morning, Vietnam",http://resizing.flixster.com/LeKFp61qZoa_i5Q_6x_4nYkg1Ww=/180x256/dkpu1ddg7pbsk.cloudfront.net/movie/26/89/268995_ori.jpg,7.4,7.3,R,121,Touchstone,"$123,922,370.00 ",15-Jan-88
273,Lethal Weapon,http://resizing.flixster.com/3aDtygNQOYu5zppr1AvV8jIu_H0=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/79/11167924_ori.jpg,7.1,7.6,R,110,Warner Bros.,"$65,207,127.00 ",06-Mar-87
274,Moonstruck,http://resizing.flixster.com/N7exSCLxOgtB-aPi60FeW5bXS5w=/180x264/dkpu1ddg7pbsk.cloudfront.net/movie/10/85/77/10857754_ori.jpg,7.8,7.1,PG,102,Metro-Goldwyn-Mayer,"$80,640,528.00 ",15-Jan-88
275,Stakeout,http://resizing.flixster.com/yBPupKo8Rg2P0Xk7oSb3kKgkeaM=/180x255/dkpu1ddg7pbsk.cloudfront.net/movie/27/16/271625_ori.jpg,6.5,6.6,R,117,Touchstone,"$65,673,230.00 ",05-Aug-87
276,The Secret of My Success,http://resizing.flixster.com/bCumGM3LISFAFqsAbv3V0o7fPKw=/177x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/15/78/11157863_ori.jpg,5.4,6.4,PG-13,111,Universal Pictures,"$66,995,000.00 ",10-Apr-87
277,The Untouchables,http://resizing.flixster.com/1EFQuvj5llA_m61tMCqDVudwUpc=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/13/11171335_ori.jpg,7.4,8,R,119,Paramount,"$76,270,454.00 ",03-Jun-87
278,The Witches of Eastwick,http://resizing.flixster.com/kU0L2LKZtLzoi4ZomVbNdWVZ6qk=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/13/11161319_ori.jpg,6.2,6.5,R,118,Warner Bros.,"$63,766,510.00 ",12-Jun-87
279,Three Men and a Baby,http://resizing.flixster.com/fxMTXOi2o24T_ZK0zoraIm9n6cM=/180x259/dkpu1ddg7pbsk.cloudfront.net/movie/25/71/257115_ori.jpg,5.9,5.8,PG,102,Touchstone Pictures,"$167,780,960.00 ",25-Nov-87
280,"""Crocodile"" Dundee",http://resizing.flixster.com/djJ50pyIgZZoFYdXO3HcLjlnGzg=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/97/11169779_ori.jpg,6.7,6.5,PG-13,97,Paramount Pictures / 20th Century Fox,"$174,803,506.00 ",26-Sep-86
281,Aliens,http://resizing.flixster.com/xYugVntiVJbVz5x_bQq5-Pjg5aU=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/07/11180796_ori.jpg,9,8.4,R,137,20th Century Fox,"$86,160,248.00 ",18-Jul-86
282,An American Tail,http://resizing.flixster.com/w0uF4v8jUe1x3ZErtvyPWfe1Nzc=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/66/11176623_ori.jpg,6.3,6.9,G,80,Universal Studios,"$84,542,002.00 ",21-Nov-86
283,Back to School,http://resizing.flixster.com/JQn3vediYVmfbxQO3an5Mh_mA1s=/176x270/dkpu1ddg7pbsk.cloudfront.net/movie/74/28/48/7428484_ori.jpg,7,6.5,PG-13,96,Orion Pictures,"$91,258,000.00 ",13-Jun-86
284,Platoon,http://resizing.flixster.com/d83olRDH-G34i6EP7QVdyF3HyaU=/180x267/dkpu1ddg7pbsk.cloudfront.net/movie/10/86/50/10865025_ori.jpg,8.1,8.1,R,120,Orion Pictures,"$138,530,565.00 ",06-Feb-87
285,Ruthless People,http://resizing.flixster.com/IfJutHqmgKfI235a-AsTBLm_bp0=/180x254/dkpu1ddg7pbsk.cloudfront.net/movie/26/87/268720_ori.jpg,7,6.8,R,93,Buena Vista Pictures Distribution,"$71,624,879.00 ",27-Jun-86
286,Star Trek IV: The Voyage Home,http://resizing.flixster.com/53VKc9-hpRF9QNzuLQzQaspdAug=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/07/11180717_ori.jpg,6.9,7.3,PG,119,Paramount Pictures,"$109,713,132.00 ",26-Nov-86
287,The Golden Child,http://resizing.flixster.com/7KO5uu2ZPehnVfcsKggTXZjtefM=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/36/11173678_ori.jpg,3.9,5.8,PG-13,94,Paramount Pictures,"$79,817,937.00 ",12-Dec-86
288,"The Karate Kid, Part II",http://resizing.flixster.com/_ByjiJUAmxiXl6oAHPF8l4gOOVc=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/81/11178156_ori.jpg,4.9,5.8,PG,113,Columbia Pictures,"$115,103,979.00 ",20-Jun-86
